id,line,understand,techDiff,has-concept,has-fact,has-template,api,#LearnedPLs,#LearnedAPIs,debugConf,numAnTypes,stageNum,AnyTechDiff,BadOLTemplate (mislabeled projection template as interaction template),Bad Natural fact (suggested trigrams function not ngrams function)
69,L29 - D3,2.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
69,L30 - D3,5.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
69,L33 - D3,5.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
69,L34 - D3,5.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
69,L35 - D3,5.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
69,L36 - D3,5.0,false,false,true,true,D3,"2-4","2-4",4.0,2.0,2,false,false,false
67,L1 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L2 - D3,2.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L3 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L4 - D3,2.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L6 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L7 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L9 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L10 - D3,5.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L12 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L13 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L14 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L16 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L17 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L18 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L19 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L20 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L22 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L23 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L25 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L26 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L28 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L29 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L30 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L33 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L34 - D3,4.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L35 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
67,L36 - D3,3.0,false,true,false,false,D3,"5-9","10+",4.0,1.0,1,false,false,false
57,L1 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L2 - D3,2.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L3 - D3,4.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L4 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L6 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L9 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L10 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L12 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L13 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L14 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L16 - D3,4.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L17 - D3,1.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L18 - D3,2.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L19 - D3,2.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L20 - D3,2.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L22 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L23 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L25 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L26 - D3,3.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L28 - D3,3.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L29 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L30 - D3,4.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L33 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L34 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L35 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
57,L36 - D3,5.0,false,false,false,false,D3,"10+","10+",2.0,0.0,2,false,false,false
51,L1 - D3,4.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L2 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L3 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L4 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L6 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L7 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L9 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L10 - D3,5.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L12 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L13 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L14 - D3,4.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L16 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L17 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L18 - D3,1.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L19 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L20 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L22 - D3,4.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L23 - D3,4.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L25 - D3,4.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L26 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L28 - D3,2.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L29 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L30 - D3,3.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L33 - D3,5.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L34 - D3,5.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L35 - D3,5.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
51,L36 - D3,5.0,false,false,false,false,D3,"2-4","2-4",6.0,0.0,2,false,false,false
61,L1 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L2 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L3 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L4 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L6 - D3,2.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L7 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L9 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L10 - D3,3.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L12 - D3,4.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L13 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L14 - D3,2.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L16 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L17 - D3,2.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L18 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L19 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L20 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L22 - D3,3.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L23 - D3,3.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L25 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L26 - D3,2.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L28 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L29 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L30 - D3,2.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L33 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L34 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L35 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
61,L36 - D3,1.0,false,true,true,true,D3,"5-9","5-9",1.0,3.0,2,false,false,false
60,L1 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L2 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L3 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L4 - D3,1.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L6 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L7 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L9 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L10 - D3,5.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L12 - D3,1.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L13 - D3,3.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L14 - D3,3.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L16 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L17 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L18 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L19 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L20 - D3,2.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L22 - D3,5.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L23 - D3,5.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L25 - D3,5.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L26 - D3,5.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L28 - D3,3.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L29 - D3,3.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L30 - D3,3.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L33 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L34 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L35 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
60,L36 - D3,4.0,false,false,false,false,D3,"2-4","2-4",3.0,0.0,2,false,false,false
54,L1 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L2 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L3 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L4 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L6 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L7 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L9 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L10 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L12 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L14 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L16 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L17 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L18 - D3,3.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L19 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L20 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L22 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L23 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L25 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L28 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L29 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L30 - D3,4.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L33 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L34 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L35 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
54,L36 - D3,5.0,false,false,true,false,D3,"5-9","10+",5.0,1.0,2,false,false,false
47,L1 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L2 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L3 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L4 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L6 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L7 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L9 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L10 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L12 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L13 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L14 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L16 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L17 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L18 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L19 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L20 - D3,2.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L22 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L23 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L25 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L26 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L28 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L29 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L30 - D3,3.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L33 - D3,5.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L34 - D3,5.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L35 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
47,L36 - D3,4.0,false,true,true,true,D3,"2-4","5-9",3.0,3.0,3,false,false,false
46,L1 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L2 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L3 - D3,1.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L4 - D3,2.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L6 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L7 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L9 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L10 - D3,5.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L12 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L13 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L14 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L16 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L17 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L18 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L19 - D3,2.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L20 - D3,2.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L22 - D3,5.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L23 - D3,5.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L25 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L26 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L28 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L29 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L30 - D3,4.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L33 - D3,5.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L34 - D3,5.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L35 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
46,L36 - D3,3.0,false,false,false,false,D3,"5-9","2-4",4.0,0.0,2,false,false,false
45,L1 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L2 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L3 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L4 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L6 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L7 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L9 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L10 - D3,5.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L12 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L13 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L14 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L16 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L17 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L18 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L19 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L20 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L22 - D3,4.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L23 - D3,4.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L25 - D3,4.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L26 - D3,4.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L28 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L29 - D3,1.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L30 - D3,2.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L33 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L34 - D3,4.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L35 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
45,L36 - D3,3.0,false,false,false,false,D3,"2-4","1",3.0,0.0,4,false,false,false
44,L1 - D3,4.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L2 - D3,3.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L3 - D3,4.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L4 - D3,2.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L6 - D3,3.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L7 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L9 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L12 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L13 - D3,4.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L14 - D3,4.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L16 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L17 - D3,4.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L18 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L19 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L20 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L22 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
44,L23 - D3,5.0,false,true,true,true,D3,"5-9","2-4",4.0,3.0,1,false,false,false
